228.649994,-5.399999,1.764
228.649994,-5.399999,3.528
228.649994,-5.399999,5.292
228.649994,-5.399999,7.056
228.649994,-5.399999,8.820
228.649994,-5.399999,10.584
228.649994,-5.399999,12.348
228.649994,-5.399999,14.112
228.649826,-5.400009,12.208
228.649612,-5.400010,0.180
228.648895,-5.399796,0.865
228.648697,-5.399715,1.075
228.648727,-5.399642,1.031
228.648895,-5.399599,0.867
228.649063,-5.399585,0.667
228.649200,-5.399584,0.477
228.643845,-5.399626,1.240
228.605606,-5.400944,3.455
228.544159,-5.397723,4.816
228.469070,-5.397293,5.644
228.389420,-5.403233,5.846
228.306412,-5.408986,6.151
228.218811,-5.406403,6.493
228.126404,-5.394700,6.852
228.029785,-5.371209,7.213
227.927734,-5.345942,7.655
227.818741,-5.328194,8.105
227.702560,-5.321796,8.576
227.579422,-5.326903,9.032
227.451111,-5.346612,9.408
227.319046,-5.379440,9.772
227.181564,-5.410314,10.192
227.037720,-5.430509,10.587
226.887939,-5.436336,10.946
226.733017,-5.427726,11.284
226.574478,-5.401558,11.586
226.411560,-5.368608,12.001
226.242569,-5.343342,12.420
226.067215,-5.332894,12.801
225.886276,-5.338274,13.157
225.700989,-5.361156,13.506
225.510300,-5.383794,13.942
225.313553,-5.392406,14.333
225.111526,-5.384442,14.685
224.905533,-5.357596,15.021
224.694305,-5.330079,15.449
224.476913,-5.316984,15.830
224.254089,-5.321495,16.167
224.026505,-5.340590,16.545
223.793457,-5.355100,16.950
223.555237,-5.352481,17.294
223.312851,-5.330669,17.616
223.065445,-5.306917,18.023
222.812332,-5.299257,18.375
222.555939,-5.310668,18.435
222.300842,-5.328064,18.370
222.046585,-5.332164,18.335
221.792816,-5.320598,18.280
221.538452,-5.301526,18.394
221.282288,-5.294929,18.490
221.026718,-5.304026,18.346
220.772018,-5.320786,18.350
220.503891,-5.323920,19.966
220.213104,-5.307717,21.391
219.904251,-5.284683,22.674
219.580307,-5.277085,23.672
219.244217,-5.285395,24.505
218.897507,-5.298177,25.256
218.541840,-5.299148,25.862
218.178268,-5.292746,26.427
217.807770,-5.276114,26.899
217.430893,-5.261104,27.361
217.047989,-5.263463,27.724
216.659470,-5.273715,28.159
216.265121,-5.281464,28.571
215.865646,-5.298759,28.926
215.460953,-5.315043,29.319
215.050751,-5.320160,29.692
214.635193,-5.316731,30.071
214.214478,-5.306793,30.444
213.788696,-5.290973,30.812
213.357925,-5.283629,31.166
212.922562,-5.294126,31.475
212.482361,-5.307894,31.851
212.036987,-5.318747,32.224
211.586502,-5.325487,32.581
211.130981,-5.327837,32.942
210.670456,-5.327730,33.298
210.205154,-5.332159,33.645
209.735016,-5.342006,33.995
209.260086,-5.354725,34.345
208.780319,-5.362771,34.685
208.296021,-5.357625,34.987
207.807266,-5.353627,35.323
207.313995,-5.361296,35.652
206.816223,-5.376888,35.985
206.313843,-5.394154,36.326
205.806702,-5.406642,36.656
205.295105,-5.407596,36.955
204.779083,-5.400076,37.279
204.258865,-5.401568,37.576
203.734482,-5.414273,37.891
203.205719,-5.430182,38.213
202.672958,-5.454267,38.506
202.136032,-5.473347,38.800
201.594696,-5.479852,39.097
201.049332,-5.473648,39.369
200.499863,-5.463468,39.681
199.946472,-5.464252,39.956
199.389114,-5.474376,40.254
198.828018,-5.494633,40.524
198.263260,-5.522089,40.816
197.694412,-5.543744,41.101
197.121384,-5.555491,41.378
196.544479,-5.555101,41.633
195.963806,-5.547907,41.915
195.379242,-5.541810,42.199
