-14.396231,206.753922,1.764
-14.396231,206.753922,3.528
-14.396231,206.753922,5.292
-14.396231,206.753922,7.056
-14.396231,206.753922,8.820
-14.396231,206.753922,10.584
-14.396231,206.753922,12.348
-14.396231,206.753922,14.112
-14.396074,206.753922,12.208
-14.395856,206.753922,0.180
-14.395135,206.753723,0.865
-14.394922,206.753677,1.075
-14.394984,206.753586,1.031
-14.395146,206.753555,0.867
-14.395325,206.753525,0.667
-14.395479,206.753525,0.477
-14.390143,206.753586,1.240
-14.351855,206.753754,3.455
-14.290278,206.755875,4.826
-14.214870,206.756516,5.699
-14.133948,206.755447,5.929
-14.049957,206.751373,6.212
-13.961541,206.751617,6.551
-13.867931,206.755051,6.932
-13.768679,206.753937,7.333
-13.663570,206.755219,7.752
-13.552433,206.754456,8.185
-13.435072,206.753174,8.636
-13.311131,206.754471,9.117
-13.180787,206.750885,9.562
-13.044564,206.751175,9.972
-12.902758,206.753662,10.371
-12.755548,206.756760,10.757
-12.603117,206.754532,11.131
-12.445363,206.752106,11.516
-12.282535,206.758347,11.878
-12.114390,206.762039,12.267
-11.940685,206.761841,12.667
-11.761387,206.761093,13.070
-11.576496,206.760071,13.472
-11.386358,206.751572,13.843
-11.190889,206.744675,14.238
-10.989783,206.744232,14.640
-10.783105,206.746124,15.039
-10.571022,206.752579,15.428
-10.353504,206.759903,15.823
-10.130585,206.761505,16.206
-9.902303,206.758133,16.591
-9.668969,206.746994,16.955
-9.430432,206.739380,17.333
-9.186573,206.739990,17.710
-8.937491,206.745987,18.085
-8.683174,206.750809,18.462
-8.424734,206.756714,18.645
-8.167180,206.756165,18.540
-7.910684,206.749130,18.482
-7.654091,206.743454,18.508
-7.396551,206.743790,18.593
-7.137630,206.749313,18.664
-6.878686,206.759674,18.652
-6.619978,206.763016,18.633
-6.347717,206.764343,20.262
-6.051866,206.762238,21.778
-5.737657,206.757172,23.017
-5.408771,206.745560,24.032
-5.067829,206.741623,24.859
-4.716524,206.743286,25.583
-4.356152,206.747986,26.211
-3.987774,206.752945,26.766
-3.612328,206.762802,27.256
-3.230388,206.767532,27.706
-2.842311,206.768051,28.131
-2.448429,206.765228,28.537
-2.049006,206.758713,28.930
-1.644155,206.748672,29.318
-1.233979,206.746490,29.694
-0.818427,206.749832,30.079
-0.397504,206.755066,30.463
0.028719,206.760345,30.844
0.460126,206.761246,31.211
0.896633,206.756287,31.577
1.338213,206.749191,31.944
1.784641,206.750702,32.282
2.235941,206.759857,32.640
2.692036,206.761261,32.978
3.152954,206.754135,33.329
3.618468,206.756393,33.645
4.088676,206.760361,33.997
4.563716,206.755844,34.342
5.043587,206.753448,34.691
5.528318,206.753647,35.040
6.017800,206.758347,35.379
