-15.746232,206.753922,62.396
-14.879014,206.754013,62.486
-14.013098,206.754105,62.314
-13.151110,206.754211,61.983
-12.294491,206.754303,61.565
-11.443938,206.754410,61.108
-10.599678,206.754501,60.643
-9.761637,206.754593,60.190
-8.929517,206.754700,59.765
-8.102882,206.754791,59.376
-7.281187,206.754898,59.031
-6.463807,206.754990,58.734
-5.650060,206.755081,58.488
-4.839219,206.755188,58.298
-4.030520,206.755280,58.163
-3.223168,206.755386,58.088
-2.416345,206.755478,58.073
-1.609213,206.755569,58.118
-0.800923,206.755676,58.225
0.009391,206.755768,58.396
0.822609,206.755875,58.630
1.639635,206.755966,58.930
2.461392,206.756058,59.297
3.288774,206.756165,59.725
4.122464,206.756256,60.197
4.962963,206.756363,60.701
5.810644,206.756454,61.230
6.665792,206.756546,61.777
7.528624,206.756653,62.338
8.399306,206.756744,62.909
9.277960,206.756851,63.488
10.164673,206.756943,64.072
11.059506,206.757034,64.659
11.962504,206.757141,65.249
12.873698,206.757248,65.840
13.793107,206.757355,66.433
14.720741,206.757446,67.025
15.656607,206.757538,67.619
16.600704,206.757645,68.212
17.552858,206.757736,68.771
18.511189,206.757812,69.128
19.471558,206.757919,69.167
20.430157,206.758011,68.973
21.384768,206.758102,68.647
22.334215,206.758209,68.249
23.277954,206.758301,67.823
24.215872,206.758408,67.395
25.148115,206.758499,66.985
26.075062,206.758591,66.607
26.997215,206.758698,66.269
27.915300,206.758789,65.978
28.829950,206.758896,65.740
29.741808,206.758987,65.559
30.651562,206.759079,65.437
31.560360,206.759186,65.375
32.469021,206.759277,65.377
33.378281,206.759384,65.444
34.288750,206.759476,65.579
35.201729,206.759567,65.778
36.118225,206.759674,66.047
37.039074,206.759766,66.387
37.964920,206.759872,66.792
38.896809,206.759964,67.240
39.835365,206.760056,67.721
40.780819,206.760162,68.227
41.733135,206.760254,68.752
42.692852,206.760361,69.287
43.660213,206.760452,69.830
44.635166,206.760544,70.380
45.617485,206.760635,70.936
46.607609,206.760727,71.491
47.605610,206.760834,72.049
48.611301,206.760941,72.607
49.624481,206.761032,73.167
50.645580,206.761139,73.723
51.674534,206.761230,74.280
52.711006,206.761322,74.836
53.755077,206.761429,75.391
54.806015,206.761520,75.710
55.856510,206.761642,75.607
56.905655,206.761734,75.672
57.963318,206.761826,76.462
59.031574,206.761917,77.166
60.108902,206.762009,77.801
61.194317,206.762100,78.382
62.287308,206.762207,78.925
63.387493,206.762299,79.439
64.494576,206.762405,79.931
65.608353,206.762497,80.407
66.728638,206.762604,80.872
67.855293,206.762711,81.327
68.988235,206.762802,81.776
70.127380,206.762909,82.220
71.272659,206.763000,82.659
72.424026,206.763092,83.096
73.581451,206.763199,83.531
74.744904,206.763290,83.963
75.914345,206.763397,84.394
77.089767,206.763504,84.824
78.271149,206.763596,85.253
79.458481,206.763702,85.680
80.651741,206.763809,86.107
81.850914,206.764008,86.533
83.056000,206.764206,86.957
84.266983,206.764404,87.382
85.483833,206.764603,87.805
86.706589,206.764786,88.228
87.935204,206.764984,88.650
89.169662,206.765198,89.071
90.409950,206.765396,89.492
91.656090,206.765594,89.912
92.908043,206.765778,90.331
94.165817,206.765976,90.749
95.429405,206.766174,91.167
96.698639,206.766357,91.557
97.971947,206.766541,91.776
99.245750,206.766739,91.712
100.516502,206.766937,91.428
101.781944,206.767136,91.002
103.040649,206.767334,90.483
104.291710,206.767517,89.911
105.534653,206.767715,89.307
106.769051,206.767914,88.674
107.994591,206.768112,88.024
109.211098,206.768311,87.365
110.418472,206.768494,86.700
111.616661,206.768692,86.034
112.805641,206.768890,85.369
113.985428,206.769089,84.705
115.156059,206.769302,84.045
116.317566,206.769501,83.389
117.469994,206.769669,82.736
118.613419,206.769867,82.088
119.747879,206.770065,81.444
120.873444,206.770264,80.804
121.990150,206.770462,80.170
123.098091,206.770645,79.540
124.197334,206.770813,78.914
125.287941,206.770905,78.293
126.369942,206.770996,77.677
127.443428,206.771103,77.065
128.508469,206.771179,76.458
129.565109,206.771286,75.855
130.616226,206.771378,75.639
131.666077,206.771469,75.531
132.710526,206.771576,74.772
133.738785,206.771667,73.648
134.752167,206.771774,72.622
135.752045,206.771866,71.666
136.739319,206.771957,70.764
137.714508,206.772064,69.900
138.678101,206.772141,69.066
139.630356,206.772247,68.255
140.571533,206.772339,67.462
